,video_id,video_url,youtube_url,duration_seconds,annotations,seconds_annotated,cutting,tying,suturing,quality,severe_jumps,style
265,bfZWsulahkQ,https://marvl-surgery.s3.amazonaws.com/videos/bfZWsulahkQ.mp4,https://www.youtube.com/watch?v=bfZWsulahkQ,187.0,10,111,3,3,4,bad,no,non_overhead
266,U_vxJyjmEZ0,https://marvl-surgery.s3.amazonaws.com/videos/U_vxJyjmEZ0.mp4,https://www.youtube.com/watch?v=U_vxJyjmEZ0,189.0,8,91,1,0,7,bad,yes,non_overhead
267,1dki4N24iP8,https://marvl-surgery.s3.amazonaws.com/videos/1dki4N24iP8.mp4,https://www.youtube.com/watch?v=1dki4N24iP8,695.0,8,640,8,0,0,okay,yes,non_overhead
268,VvTrKCFtZhA,https://marvl-surgery.s3.amazonaws.com/videos/VvTrKCFtZhA.mp4,https://www.youtube.com/watch?v=VvTrKCFtZhA,653.0,70,351,26,22,22,good,no,non_overhead
269,PsYnEXGxf-M,https://marvl-surgery.s3.amazonaws.com/videos/PsYnEXGxf-M.mp4,https://www.youtube.com/watch?v=PsYnEXGxf-M,867.0,17,368,17,0,0,bad,no,non_overhead
270,BdLSt0VARKU,https://marvl-surgery.s3.amazonaws.com/videos/BdLSt0VARKU.mp4,https://www.youtube.com/watch?v=BdLSt0VARKU,64.0,2,25,2,0,0,okay,no,non_overhead
271,aSnUUpTgYW0,https://marvl-surgery.s3.amazonaws.com/videos/aSnUUpTgYW0.mp4,https://www.youtube.com/watch?v=aSnUUpTgYW0,0.0,5,212,2,1,2,okay,no,non_overhead
272,Nqs73GAXAxs,https://marvl-surgery.s3.amazonaws.com/videos/Nqs73GAXAxs.mp4,https://www.youtube.com/watch?v=Nqs73GAXAxs,756.0,37,221,1,21,15,good,no,non_overhead
273,Xg6vD3vngLQ,https://marvl-surgery.s3.amazonaws.com/videos/Xg6vD3vngLQ.mp4,https://www.youtube.com/watch?v=Xg6vD3vngLQ,123.0,2,83,2,0,0,bad,no,overhead
274,ou4iO5ah9ys,https://marvl-surgery.s3.amazonaws.com/videos/ou4iO5ah9ys.mp4,https://www.youtube.com/watch?v=ou4iO5ah9ys,333.0,2,17,2,0,0,good,yes,non_overhead
275,hGZez6oxS9E,https://marvl-surgery.s3.amazonaws.com/videos/hGZez6oxS9E.mp4,https://www.youtube.com/watch?v=hGZez6oxS9E,1332.0,16,466,4,5,7,okay,no,non_overhead
276,G3fOG8CcKEw,https://marvl-surgery.s3.amazonaws.com/videos/G3fOG8CcKEw.mp4,https://www.youtube.com/watch?v=G3fOG8CcKEw,109.0,3,45,3,0,0,good,no,non_overhead
277,ekzZ9azx4N4,https://marvl-surgery.s3.amazonaws.com/videos/ekzZ9azx4N4.mp4,https://www.youtube.com/watch?v=ekzZ9azx4N4,198.0,2,90,2,0,0,okay,no,non_overhead
278,1gKMtSA6VCY,https://marvl-surgery.s3.amazonaws.com/videos/1gKMtSA6VCY.mp4,https://www.youtube.com/watch?v=1gKMtSA6VCY,664.0,1,555,1,0,0,okay,no,non_overhead
279,iI09BTuD3xU,https://marvl-surgery.s3.amazonaws.com/videos/iI09BTuD3xU.mp4,https://www.youtube.com/watch?v=iI09BTuD3xU,643.0,7,115,7,0,0,okay,no,non_overhead
280,EgVI5o-fS6o,https://marvl-surgery.s3.amazonaws.com/videos/EgVI5o-fS6o.mp4,https://www.youtube.com/watch?v=EgVI5o-fS6o,0.0,1,54,1,0,0,good,no,non_overhead
281,ycYdlwoKtEw,https://marvl-surgery.s3.amazonaws.com/videos/ycYdlwoKtEw.mp4,https://www.youtube.com/watch?v=ycYdlwoKtEw,102.0,2,18,0,1,1,okay,no,non_overhead
282,7Ku5P3nL8TA,https://marvl-surgery.s3.amazonaws.com/videos/7Ku5P3nL8TA.mp4,https://www.youtube.com/watch?v=7Ku5P3nL8TA,301.0,2,192,2,0,0,good,no,non_overhead
283,LVMCtRCJibI,https://marvl-surgery.s3.amazonaws.com/videos/LVMCtRCJibI.mp4,https://www.youtube.com/watch?v=LVMCtRCJibI,724.0,16,137,7,0,9,good,no,non_overhead
284,iUwBjZUs_xo,https://marvl-surgery.s3.amazonaws.com/videos/iUwBjZUs_xo.mp4,https://www.youtube.com/watch?v=iUwBjZUs_xo,487.0,14,350,14,0,0,good,no,non_overhead
285,VyN4c_wsZuY,https://marvl-surgery.s3.amazonaws.com/videos/VyN4c_wsZuY.mp4,https://www.youtube.com/watch?v=VyN4c_wsZuY,301.0,4,80,4,0,0,okay,no,non_overhead
286,L8k75Onag_o,https://marvl-surgery.s3.amazonaws.com/videos/L8k75Onag_o.mp4,https://www.youtube.com/watch?v=L8k75Onag_o,1097.0,6,173,3,0,3,good,no,non_overhead
287,KUKObgS39yA,https://marvl-surgery.s3.amazonaws.com/videos/KUKObgS39yA.mp4,https://www.youtube.com/watch?v=KUKObgS39yA,964.0,24,449,19,3,2,okay,no,non_overhead
288,tnXv-7fulTY,https://marvl-surgery.s3.amazonaws.com/videos/tnXv-7fulTY.mp4,https://www.youtube.com/watch?v=tnXv-7fulTY,172.0,2,51,2,0,0,bad,no,non_overhead
289,1YvFWU90eaE,https://marvl-surgery.s3.amazonaws.com/videos/1YvFWU90eaE.mp4,https://www.youtube.com/watch?v=1YvFWU90eaE,356.0,47,245,47,0,0,bad,no,non_overhead
290,sWxGr_rj7rM,https://marvl-surgery.s3.amazonaws.com/videos/sWxGr_rj7rM.mp4,https://www.youtube.com/watch?v=sWxGr_rj7rM,596.0,11,202,4,1,6,bad,yes,non_overhead
291,8eFljZ449SY,https://marvl-surgery.s3.amazonaws.com/videos/8eFljZ449SY.mp4,https://www.youtube.com/watch?v=8eFljZ449SY,407.0,38,272,9,1,28,good,no,non_overhead
292,2ekkzoZ_uns,https://marvl-surgery.s3.amazonaws.com/videos/2ekkzoZ_uns.mp4,https://www.youtube.com/watch?v=2ekkzoZ_uns,636.0,12,56,4,3,5,bad,no,non_overhead
293,SRQb7RGQ52M,https://marvl-surgery.s3.amazonaws.com/videos/SRQb7RGQ52M.mp4,https://www.youtube.com/watch?v=SRQb7RGQ52M,265.0,2,63,2,0,0,good,no,non_overhead
294,n6XWCpbmHtw,https://marvl-surgery.s3.amazonaws.com/videos/n6XWCpbmHtw.mp4,https://www.youtube.com/watch?v=n6XWCpbmHtw,247.0,2,4,2,0,0,okay,yes,non_overhead
295,wIVcst7zrig,https://marvl-surgery.s3.amazonaws.com/videos/wIVcst7zrig.mp4,https://www.youtube.com/watch?v=wIVcst7zrig,461.0,8,45,5,0,3,bad,no,overhead
296,OZ9FXumhwFM,https://marvl-surgery.s3.amazonaws.com/videos/OZ9FXumhwFM.mp4,https://www.youtube.com/watch?v=OZ9FXumhwFM,330.0,7,255,7,0,0,bad,no,non_overhead
297,bM0gMFbQJ-E,https://marvl-surgery.s3.amazonaws.com/videos/bM0gMFbQJ-E.mp4,https://www.youtube.com/watch?v=bM0gMFbQJ-E,0.0,28,350,2,15,11,good,no,non_overhead
298,aqPrL_RJPC4,https://marvl-surgery.s3.amazonaws.com/videos/aqPrL_RJPC4.mp4,https://www.youtube.com/watch?v=aqPrL_RJPC4,542.0,16,181,11,0,5,good,no,non_overhead
299,3Q5D4vdXOqc,https://marvl-surgery.s3.amazonaws.com/videos/3Q5D4vdXOqc.mp4,https://www.youtube.com/watch?v=3Q5D4vdXOqc,689.0,9,100,4,0,5,okay,yes,non_overhead
300,7RljEDWk4ZU,https://marvl-surgery.s3.amazonaws.com/videos/7RljEDWk4ZU.mp4,https://www.youtube.com/watch?v=7RljEDWk4ZU,325.0,5,54,4,0,1,good,yes,overhead
301,onVsHOnSypQ,https://marvl-surgery.s3.amazonaws.com/videos/onVsHOnSypQ.mp4,https://www.youtube.com/watch?v=onVsHOnSypQ,410.0,9,263,1,3,5,bad,no,non_overhead
302,V6pL0fMsVn0,https://marvl-surgery.s3.amazonaws.com/videos/V6pL0fMsVn0.mp4,https://www.youtube.com/watch?v=V6pL0fMsVn0,600.0,7,134,4,0,3,good,no,overhead
303,mMmYtpUschc,https://marvl-surgery.s3.amazonaws.com/videos/mMmYtpUschc.mp4,https://www.youtube.com/watch?v=mMmYtpUschc,392.0,1,40,1,0,0,bad,no,non_overhead
304,GG7IByPZKec,https://marvl-surgery.s3.amazonaws.com/videos/GG7IByPZKec.mp4,https://www.youtube.com/watch?v=GG7IByPZKec,312.0,6,67,1,2,3,okay,no,non_overhead
305,CfFrwiwgniU,https://marvl-surgery.s3.amazonaws.com/videos/CfFrwiwgniU.mp4,https://www.youtube.com/watch?v=CfFrwiwgniU,474.0,16,106,7,3,6,okay,yes,non_overhead
306,Cczsz7JrUGU,https://marvl-surgery.s3.amazonaws.com/videos/Cczsz7JrUGU.mp4,https://www.youtube.com/watch?v=Cczsz7JrUGU,566.0,219,711,219,0,0,good,yes,non_overhead
307,7YXOJzIrKFM,https://marvl-surgery.s3.amazonaws.com/videos/7YXOJzIrKFM.mp4,https://www.youtube.com/watch?v=7YXOJzIrKFM,502.0,4,152,4,0,0,bad,yes,non_overhead
308,uVvBlWpwopw,https://marvl-surgery.s3.amazonaws.com/videos/uVvBlWpwopw.mp4,https://www.youtube.com/watch?v=uVvBlWpwopw,165.0,21,108,21,0,0,bad,no,non_overhead
309,0VMxXsqmxYg,https://marvl-surgery.s3.amazonaws.com/videos/0VMxXsqmxYg.mp4,https://www.youtube.com/watch?v=0VMxXsqmxYg,92.0,2,37,2,0,0,okay,no,non_overhead
310,1AwmGrnk-Qs,https://marvl-surgery.s3.amazonaws.com/videos/1AwmGrnk-Qs.mp4,https://www.youtube.com/watch?v=1AwmGrnk-Qs,513.0,5,132,5,0,0,,,
311,unQH_a-Rm-I,https://marvl-surgery.s3.amazonaws.com/videos/unQH_a-Rm-I.mp4,https://www.youtube.com/watch?v=unQH_a-Rm-I,220.0,2,31,1,1,0,bad,no,non_overhead
312,8bhWGpkmWp8,https://marvl-surgery.s3.amazonaws.com/videos/8bhWGpkmWp8.mp4,https://www.youtube.com/watch?v=8bhWGpkmWp8,206.0,5,100,5,0,0,bad,no,non_overhead
313,QjYdLDYs4JI,https://marvl-surgery.s3.amazonaws.com/videos/QjYdLDYs4JI.mp4,https://www.youtube.com/watch?v=QjYdLDYs4JI,567.0,60,310,56,0,4,good,no,overhead
314,pwWamkMfIR0,https://marvl-surgery.s3.amazonaws.com/videos/pwWamkMfIR0.mp4,https://www.youtube.com/watch?v=pwWamkMfIR0,465.0,14,291,4,0,10,good,no,overhead
315,AE2FLFsmoeA,https://marvl-surgery.s3.amazonaws.com/videos/AE2FLFsmoeA.mp4,https://www.youtube.com/watch?v=AE2FLFsmoeA,1094.0,24,707,24,0,0,good,no,non_overhead
316,8CKX0j-OBl8,https://marvl-surgery.s3.amazonaws.com/videos/8CKX0j-OBl8.mp4,https://www.youtube.com/watch?v=8CKX0j-OBl8,1335.0,30,159,21,3,6,good,no,non_overhead
317,PzaCNn8IIVw,https://marvl-surgery.s3.amazonaws.com/videos/PzaCNn8IIVw.mp4,https://www.youtube.com/watch?v=PzaCNn8IIVw,141.0,2,91,1,0,1,bad,no,non_overhead
318,ATEuI_Y69CI,https://marvl-surgery.s3.amazonaws.com/videos/ATEuI_Y69CI.mp4,https://www.youtube.com/watch?v=ATEuI_Y69CI,291.0,3,22,3,0,0,bad,no,non_overhead
319,VFyJ65hEF3k,https://marvl-surgery.s3.amazonaws.com/videos/VFyJ65hEF3k.mp4,https://www.youtube.com/watch?v=VFyJ65hEF3k,220.0,8,31,3,5,0,bad,no,non_overhead
320,sFZchKZ10bc,https://marvl-surgery.s3.amazonaws.com/videos/sFZchKZ10bc.mp4,https://www.youtube.com/watch?v=sFZchKZ10bc,370.0,23,145,9,4,10,okay,yes,non_overhead
321,_lCgV4ZgAao,https://marvl-surgery.s3.amazonaws.com/videos/_lCgV4ZgAao.mp4,https://www.youtube.com/watch?v=_lCgV4ZgAao,831.0,16,464,5,0,11,okay,no,non_overhead
322,0EeZIRDKYO4,https://marvl-surgery.s3.amazonaws.com/videos/0EeZIRDKYO4.mp4,https://www.youtube.com/watch?v=0EeZIRDKYO4,139.0,2,37,2,0,0,bad,no,non_overhead
323,JUTyS7ZRRkQ,https://marvl-surgery.s3.amazonaws.com/videos/JUTyS7ZRRkQ.mp4,https://www.youtube.com/watch?v=JUTyS7ZRRkQ,707.0,12,162,0,0,12,good,no,non_overhead
324,OrK0k3sBOHY,https://marvl-surgery.s3.amazonaws.com/videos/OrK0k3sBOHY.mp4,https://www.youtube.com/watch?v=OrK0k3sBOHY,375.0,2,170,2,0,0,good,no,non_overhead
325,T03GIXho9mY,https://marvl-surgery.s3.amazonaws.com/videos/T03GIXho9mY.mp4,https://www.youtube.com/watch?v=T03GIXho9mY,282.0,7,175,5,0,2,okay,yes,non_overhead
326,4uwsmL5TwGI,https://marvl-surgery.s3.amazonaws.com/videos/4uwsmL5TwGI.mp4,https://www.youtube.com/watch?v=4uwsmL5TwGI,985.0,5,73,1,1,3,okay,no,non_overhead
327,sL5tVxz89i4,https://marvl-surgery.s3.amazonaws.com/videos/sL5tVxz89i4.mp4,https://www.youtube.com/watch?v=sL5tVxz89i4,1504.0,6,274,6,0,0,bad,no,non_overhead
328,jkIGODwL228,https://marvl-surgery.s3.amazonaws.com/videos/jkIGODwL228.mp4,https://www.youtube.com/watch?v=jkIGODwL228,353.0,7,54,0,0,7,okay,no,non_overhead
329,Kvpfsw4yCrM,https://marvl-surgery.s3.amazonaws.com/videos/Kvpfsw4yCrM.mp4,https://www.youtube.com/watch?v=Kvpfsw4yCrM,546.0,5,28,1,4,0,okay,no,non_overhead
330,3Ql0fGVrQeA,https://marvl-surgery.s3.amazonaws.com/videos/3Ql0fGVrQeA.mp4,https://www.youtube.com/watch?v=3Ql0fGVrQeA,339.0,6,93,3,1,2,bad,yes,non_overhead
331,LbqKFbnZvE4,https://marvl-surgery.s3.amazonaws.com/videos/LbqKFbnZvE4.mp4,https://www.youtube.com/watch?v=LbqKFbnZvE4,977.0,8,371,4,0,4,good,no,overhead
332,GT-FLlE95KU,https://marvl-surgery.s3.amazonaws.com/videos/GT-FLlE95KU.mp4,https://www.youtube.com/watch?v=GT-FLlE95KU,1326.0,8,275,1,1,6,good,no,non_overhead
333,d4-VN5A6_Ac,https://marvl-surgery.s3.amazonaws.com/videos/d4-VN5A6_Ac.mp4,https://www.youtube.com/watch?v=d4-VN5A6_Ac,247.0,8,60,4,1,3,good,no,non_overhead
